SurveyDate,Zone,Bird,Count
2/4/2001,III,Marbled Godwit,1
2/4/2001,III,Snowy Egret,3
2/4/2001,III,Western Gull,2
2/4/2001,III,Whimbrel,2
2/4/2001,III,Willet,4
2/7/2001,I,Ruddy Turnstone,1
2/7/2001,I,Snowy Egret,2
2/7/2001,I,Wandering Tattler,1
2/7/2001,I,Western Gull,1
2/7/2001,II,Snowy Egret,1
2/7/2001,III,Great Blue Heron,1
2/7/2001,III,Marbled Godwit,2
2/7/2001,III,Spotted Sandpiper,1
2/7/2001,III,Western Gull,2
2/7/2001,III,Whimbrel,2
2/8/2001,I,Unidentified Gull,1
2/8/2001,I,Willet,3
2/8/2001,III,Great Blue Heron,2
2/8/2001,III,Marbled Godwit,1
2/8/2001,III,Snowy Egret,1
2/8/2001,III,Spotted Sandpiper,1
2/8/2001,III,Unidentified Gull,2
2/8/2001,III,Western Gull,4
2/8/2001,III,Whimbrel,2
2/8/2001,III,Willet,2
2/17/2001,I,Western Gull,1
2/17/2001,I,Willet,1
2/17/2001,II,Wandering Tattler,1
2/17/2001,III,Black-Bellied Plover,1
2/17/2001,III,Great Blue Heron,1
2/17/2001,III,Ruddy Turnstone,3
2/17/2001,III,Snowy Egret,6
2/17/2001,III,Spotted Sandpiper,2
2/17/2001,III,Wandering Tattler,1
2/17/2001,III,Western Gull,2
2/17/2001,III,Whimbrel,2
2/17/2001,III,Willet,2
2/18/2001,II,Western Gull,1
2/18/2001,III,Great Blue Heron,1
2/18/2001,III,Snowy Egret,7
2/18/2001,III,Unidentified Gull,1
2/18/2001,III,Western Gull,2
2/18/2001,III,Whimbrel,1
2/18/2001,III,Willet,4
2/19/2001,I,Black Turnstone,2
2/19/2001,I,Western Gull,1
2/19/2001,III,Black-Bellied Plover,2
2/19/2001,III,Great Blue Heron,1
2/19/2001,III,Marbled Godwit,1
2/19/2001,III,Western Gull,3
2/19/2001,III,Whimbrel,3
2/19/2001,III,Willet,3
2/20/2001,III,Great Blue Heron,1
2/20/2001,III,Marbled Godwit,2
2/20/2001,III,Whimbrel,1
2/20/2001,III,Willet,3
2/22/2001,I,Wandering Tattler,2
2/22/2001,II,Black-Bellied Plover,1
2/22/2001,II,Marbled Godwit,1
2/22/2001,II,Ring-Billed Gull,1
2/22/2001,II,Wandering Tattler,3
2/22/2001,II,Western Gull,1
2/22/2001,II,Willet,2
2/22/2001,III,Pelican,1
2/22/2001,III,Snowy Egret,3
2/22/2001,III,Wandering Tattler,1
2/22/2001,III,Western Gull,3
2/22/2001,III,Whimbrel,2
2/23/2001,I,Marbled Godwit,2
2/23/2001,I,Snowy Egret,5
2/23/2001,I,Spotted Sandpiper,1
2/23/2001,I,Wandering Tattler,1
2/23/2001,I,Western Gull,2
2/23/2001,I,Willet,4
2/23/2001,II,Black Turnstone,6
2/23/2001,II,California Gull,1
2/23/2001,II,Ring-Billed Gull,1
2/23/2001,II,Spotted Sandpiper,2
2/23/2001,II,Western Gull,4
2/23/2001,II,Willet,1
2/23/2001,III,Double Crested Cormorant,1
2/23/2001,III,Spotted Sandpiper,1
2/23/2001,III,Willet,1
3/6/2001,I,Marbled Godwit,1
3/6/2001,I,Snowy Egret,2
3/6/2001,I,Western Gull,2
3/6/2001,I,Willet,1
3/6/2001,III,Ruddy Turnstone,1
3/6/2001,III,Willet,1
3/9/2001,I,Spotted Sandpiper,1
3/9/2001,I,Western Gull,1
3/9/2001,II,Marbled Godwit,2
3/9/2001,II,Western Gull,1
3/9/2001,II,Willet,1
3/9/2001,III,Great Blue Heron,1
3/9/2001,III,Ring-Billed Gull,2
3/9/2001,III,Snowy Egret,3
3/9/2001,III,Western Gull,2
3/9/2001,III,Willet,2
3/10/2001,I,Black Turnstone,1
3/10/2001,I,Western Gull,1
3/10/2001,II,Unidentified Bird (non-gull),1
3/10/2001,II,Whimbrel,1
3/10/2001,II,Willet,1
3/10/2001,III,Marbled Godwit,2
3/10/2001,III,Ring-Billed Gull,1
3/10/2001,III,Snowy Egret,3
3/10/2001,III,Spotted Sandpiper,1
3/10/2001,III,Tern,7
3/10/2001,III,Wandering Tattler,1
3/10/2001,III,Western Gull,3
3/10/2001,III,Whimbrel,2
3/10/2001,III,Willet,1
3/19/2001,I,Black Turnstone,2
3/19/2001,I,Western Gull,2
3/19/2001,I,Willet,1
3/19/2001,II,Black Turnstone,14
3/19/2001,II,Black-Bellied Plover,1
3/19/2001,II,Great Blue Heron,2
3/19/2001,II,Marbled Godwit,2
3/19/2001,II,Whimbrel,1
3/19/2001,II,Willet,6
3/19/2001,III,Great Blue Heron,1
3/19/2001,III,Marbled Godwit,3
3/19/2001,III,Whimbrel,2
3/20/2001,I,Black Turnstone,1
3/20/2001,I,Unidentified Bird (non-gull),1
3/20/2001,I,Willet,1
3/20/2001,II,Great Blue Heron,1
3/20/2001,II,Ruddy Turnstone,6
3/20/2001,II,Unidentified Bird (non-gull),1
3/20/2001,II,Unidentified Gull,1
3/20/2001,II,Wandering Tattler,1
3/20/2001,II,Western Gull,4
3/20/2001,II,Willet,3
3/20/2001,III,Great Blue Heron,1
3/20/2001,III,Marbled Godwit,4
3/20/2001,III,Whimbrel,2
3/20/2001,III,Willet,1
3/21/2001,I,Black Turnstone,4
3/21/2001,I,Western Gull,1
3/21/2001,I,Willet,1
3/21/2001,II,Black Turnstone,3
3/21/2001,II,Ruddy Turnstone,4
3/21/2001,II,Snowy Egret,1
3/21/2001,II,Unidentified Gull,1
3/21/2001,II,Wandering Tattler,1
3/21/2001,III,Great Egret,1
3/21/2001,III,Marbled Godwit,5
3/21/2001,III,Wandering Tattler,1
3/21/2001,III,Western Gull,4
3/21/2001,III,Whimbrel,2
3/21/2001,III,Willet,4
3/22/2001,II,Great Blue Heron,1
3/22/2001,II,Ruddy Turnstone,2
3/22/2001,II,Spotted Sandpiper,1
3/22/2001,II,Unidentified Gull,2
3/22/2001,III,Black Turnstone,2
3/22/2001,III,Marbled Godwit,5
3/22/2001,III,Unidentified Gull,2
3/22/2001,III,Whimbrel,2
3/22/2001,III,Willet,2
3/23/2001,III,Black Turnstone,2
3/23/2001,III,Great Blue Heron,2
3/23/2001,III,Marbled Godwit,6
3/23/2001,III,Ruddy Turnstone,2
3/23/2001,III,Unidentified Gull,2
3/23/2001,III,Wandering Tattler,1
3/23/2001,III,Western Gull,7
3/23/2001,III,Whimbrel,1
3/24/2001,I,Black Turnstone,2
3/24/2001,I,Great Blue Heron,1
3/24/2001,I,Marbled Godwit,4
3/24/2001,I,Ruddy Turnstone,1
3/24/2001,I,Western Gull,11
3/24/2001,I,Whimbrel,2
3/24/2001,I,Willet,10
3/24/2001,II,Western Gull,1
4/3/2001,I,Black Turnstone,1
4/3/2001,I,Western Gull,1
4/3/2001,I,Willet,1
4/3/2001,II,Great Blue Heron,1
4/3/2001,II,Unidentified Gull,1
4/3/2001,III,Marbled Godwit,1
4/3/2001,III,Snowy Egret,1
4/3/2001,III,Spotted Sandpiper,2
4/3/2001,III,Unidentified Gull,1
4/3/2001,III,Western Gull,1
4/3/2001,III,Whimbrel,2
4/5/2001,I,California Gull,1
4/5/2001,I,Western Gull,1
4/5/2001,III,Great Blue Heron,1
4/5/2001,III,Marbled Godwit,2
4/5/2001,III,Unidentified Gull,1
4/5/2001,III,Western Gull,1
4/5/2001,III,Whimbrel,2
4/5/2001,III,Willet,1
4/6/2001,I,Western Gull,1
4/6/2001,I,Willet,1
4/6/2001,II,Unidentified Gull,1
4/6/2001,II,Western Gull,2
4/6/2001,III,Great Blue Heron,1
4/6/2001,III,Marbled Godwit,1
4/6/2001,III,Unidentified Gull,12
4/6/2001,III,Western Gull,4
4/6/2001,III,Whimbrel,3
4/7/2001,I,Black Turnstone,1
4/7/2001,I,Ruddy Turnstone,2
4/7/2001,I,Wandering Tattler,1
4/7/2001,I,Willet,2
4/7/2001,II,Black Turnstone,1
4/7/2001,II,Ruddy Turnstone,2
4/7/2001,II,Spotted Sandpiper,1
4/7/2001,II,Wandering Tattler,1
4/7/2001,II,Willet,1
4/7/2001,III,Great Blue Heron,2
4/7/2001,III,Spotted Sandpiper,2
4/7/2001,III,Western Gull,5
4/7/2001,III,Whimbrel,1
4/7/2001,III,Willet,1
4/19/2001,I,Black Turnstone,2
4/19/2001,I,Ruddy Turnstone,2
4/19/2001,II,Black Turnstone,1
4/19/2001,II,Ruddy Turnstone,1
4/19/2001,II,Snowy Egret,2
4/19/2001,III,Black Turnstone,3
4/19/2001,III,Elegant Tern,1
4/19/2001,III,Great Blue Heron,2
4/19/2001,III,Mallard,2
4/19/2001,III,Snowy Egret,1
4/19/2001,III,Spotted Sandpiper,1
4/19/2001,III,Wandering Tattler,2
4/19/2001,III,Western Gull,1
4/19/2001,III,Whimbrel,2
4/19/2001,III,Willet,1
4/30/2001,I,Ruddy Turnstone,2
4/30/2001,II,Great Blue Heron,1
4/30/2001,II,Spotted Sandpiper,1
4/30/2001,III,California Gull,10
4/30/2001,III,Spotted Sandpiper,1
4/30/2001,III,Whimbrel,1
5/1/2001,I,Western Gull,2
5/1/2001,II,Black Turnstone,4
5/1/2001,II,Ruddy Turnstone,4
5/1/2001,II,Wandering Tattler,1
5/1/2001,II,Western Gull,1
5/1/2001,III,Great Egret,2
5/1/2001,III,Western Gull,1
5/1/2001,III,Whimbrel,1
5/1/2001,III,Willet,1
5/3/2001,I,Snowy Egret,1
5/3/2001,I,Western Gull,1
5/3/2001,II,Tern,1
5/3/2001,III,Black-Bellied Plover,1
5/3/2001,III,Great Egret,1
5/3/2001,III,Herring Gull,1
5/3/2001,III,Spotted Sandpiper,2
5/3/2001,III,Unidentified Gull,1
5/3/2001,III,Wandering Tattler,1
5/3/2001,III,Western Gull,1
5/3/2001,III,Willet,1
5/4/2001,II,Whimbrel,1
5/4/2001,III,California Gull,2
5/4/2001,III,Great Blue Heron,1
5/4/2001,III,Spotted Sandpiper,1
5/4/2001,III,Unidentified Gull,2
5/4/2001,III,Whimbrel,1
5/5/2001,I,Western Gull,1
5/5/2001,II,Wandering Tattler,1
5/5/2001,III,Great Blue Heron,1
5/5/2001,III,Snowy Egret,1
5/5/2001,III,Unidentified Bird (non-gull),1
5/5/2001,III,Wandering Tattler,2
5/5/2001,III,Western Gull,1
5/5/2001,III,Whimbrel,2
10/15/2001,II,Snowy Egret,3
10/15/2001,II,Spotted Sandpiper,1
10/15/2001,II,Wandering Tattler,1
10/15/2001,II,Western Gull,1
10/15/2001,III,Spotted Sandpiper,5
10/15/2001,III,Unidentified Gull,1
10/15/2001,III,Western Gull,9
10/16/2001,I,Snowy Egret,1
10/16/2001,I,Western Gull,3
10/16/2001,II,Wandering Tattler,1
10/16/2001,II,Whimbrel,1
10/16/2001,III,Snowy Egret,1
10/16/2001,III,Spotted Sandpiper,1
10/16/2001,III,Western Gull,3
11/1/2001,I,Black Phoebe,1
11/1/2001,I,Black Turnstone,12
11/1/2001,I,Spotted Sandpiper,1
11/1/2001,II,Black Turnstone,6
11/1/2001,II,Snowy Egret,2
11/1/2001,II,Spotted Sandpiper,1
11/1/2001,II,Wandering Tattler,1
11/1/2001,II,Western Gull,1
11/1/2001,II,Whimbrel,1
11/1/2001,III,Black Turnstone,1
11/1/2001,III,Black-Bellied Plover,2
11/1/2001,III,Great Blue Heron,1
11/1/2001,III,Heerman's Gull,1
11/1/2001,III,Pelican,6
11/1/2001,III,Snowy Egret,3
11/1/2001,III,Spotted Sandpiper,3
11/1/2001,III,Unidentified Gull,10
11/1/2001,III,Wandering Tattler,1
11/1/2001,III,Western Gull,13
11/1/2001,III,Whimbrel,1
11/1/2001,III,Willet,1
11/12/2001,II,Black-Bellied Plover,1
11/12/2001,II,Spotted Sandpiper,2
11/12/2001,II,Wandering Tattler,1
11/12/2001,III,Black Turnstone,4
11/12/2001,III,Black-Bellied Plover,1
11/12/2001,III,Ring-Billed Gull,1
11/12/2001,III,Ruddy Turnstone,1
11/12/2001,III,Spotted Sandpiper,1
11/12/2001,III,Wandering Tattler,2
11/12/2001,III,Western Gull,5
11/14/2001,I,Sanderling,1
11/14/2001,I,Western Gull,2
11/14/2001,II,Spotted Sandpiper,1
11/14/2001,II,Wandering Tattler,1
11/14/2001,III,Ruddy Turnstone,4
11/14/2001,III,Snowy Egret,1
11/14/2001,III,Wandering Tattler,1
11/14/2001,III,Western Gull,3
11/14/2001,III,Willet,2
11/15/2001,I,Snowy Egret,2
11/15/2001,I,Spotted Sandpiper,1
11/15/2001,I,Western Gull,1
11/15/2001,II,Black Turnstone,2
11/15/2001,II,Black-Bellied Plover,1
11/15/2001,II,Ruddy Turnstone,2
11/15/2001,II,Spotted Sandpiper,1
11/15/2001,III,Black-Bellied Plover,1
11/15/2001,III,Great Blue Heron,1
11/15/2001,III,Sanderling,10
11/15/2001,III,Snowy Egret,3
11/15/2001,III,Wandering Tattler,1
11/15/2001,III,Western Gull,2
11/15/2001,III,Whimbrel,1
11/28/2001,I,Spotted Sandpiper,1
11/28/2001,I,Western Gull,2
11/28/2001,II,Black Turnstone,32
11/28/2001,II,Black-Bellied Plover,1
11/28/2001,II,Snowy Egret,2
11/28/2001,II,Spotted Sandpiper,1
11/28/2001,II,Western Gull,1
11/28/2001,II,Whimbrel,2
11/28/2001,II,Willet,1
11/28/2001,III,Black Turnstone,1
11/28/2001,III,Great Blue Heron,1
11/28/2001,III,Snowy Egret,10
11/28/2001,III,Spotted Sandpiper,3
11/28/2001,III,Western Gull,7
11/28/2001,III,Whimbrel,1
11/29/2001,I,Spotted Sandpiper,1
11/29/2001,I,Western Gull,2
11/29/2001,II,Black Turnstone,8
11/29/2001,II,Black-Bellied Plover,1
11/29/2001,II,Snowy Egret,1
11/29/2001,II,Spotted Sandpiper,2
11/29/2001,II,Wandering Tattler,2
11/29/2001,II,Western Gull,8
11/29/2001,III,Black Turnstone,8
11/29/2001,III,Great Blue Heron,1
11/29/2001,III,Least Sandpiper,1
11/29/2001,III,Ruddy Turnstone,1
11/29/2001,III,Snowy Egret,3
11/29/2001,III,Spotted Sandpiper,1
11/29/2001,III,Western Gull,10
11/30/2001,I,Great Egret,2
11/30/2001,II,Snowy Egret,1
11/30/2001,III,Great Blue Heron,1
11/30/2001,III,Snowy Egret,4
11/30/2001,III,Spotted Sandpiper,3
11/30/2001,III,Western Gull,3
11/30/2001,III,Willet,1
12/1/2001,I,Snowy Egret,1
12/1/2001,I,Western Gull,2
12/1/2001,II,Snowy Egret,1
12/1/2001,III,Black Turnstone,10
12/1/2001,III,Black-Bellied Plover,2
12/1/2001,III,Great Blue Heron,1
12/1/2001,III,Ruddy Turnstone,1
12/1/2001,III,Snowy Egret,4
12/1/2001,III,Spotted Sandpiper,2
12/1/2001,III,Tern,1
12/1/2001,III,Unidentified Gull,1
12/1/2001,III,Wandering Tattler,1
12/1/2001,III,Western Gull,11
12/1/2001,III,Willet,1
12/11/2001,I,Black Phoebe,1
12/11/2001,I,Snowy Egret,1
12/11/2001,I,Spotted Sandpiper,1
12/11/2001,I,Western Gull,1
12/11/2001,II,Black Turnstone,5
12/11/2001,II,Ruddy Turnstone,1
12/11/2001,II,Spotted Sandpiper,3
12/11/2001,III,Black Turnstone,5
12/11/2001,III,Black-Bellied Plover,3
12/11/2001,III,Ruddy Turnstone,1
12/11/2001,III,Snowy Egret,5
12/11/2001,III,Spotted Sandpiper,3
12/11/2001,III,Unidentified Gull,3
12/11/2001,III,Wandering Tattler,1
12/12/2001,I,Snowy Egret,1
12/12/2001,I,Western Gull,1
12/12/2001,II,Black-Bellied Plover,1
12/12/2001,II,Snowy Egret,3
12/12/2001,II,Spotted Sandpiper,1
12/12/2001,II,Western Gull,1
12/12/2001,III,Black Turnstone,33
12/12/2001,III,Black-Bellied Plover,1
12/12/2001,III,Great Blue Heron,1
12/12/2001,III,Ruddy Turnstone,1
12/12/2001,III,Snowy Egret,11
12/12/2001,III,Spotted Sandpiper,4
12/12/2001,III,Wandering Tattler,1
12/12/2001,III,Western Gull,3
12/12/2001,III,Whimbrel,1
12/13/2001,I,Western Gull,3
12/13/2001,II,Black Turnstone,23
12/13/2001,II,Black-Bellied Plover,1
12/13/2001,II,California Gull,1
12/13/2001,II,Ruddy Turnstone,1
12/13/2001,II,Snowy Egret,1
12/13/2001,II,Spotted Sandpiper,1
12/13/2001,II,Unidentified Gull,1
12/13/2001,II,Wandering Tattler,2
12/13/2001,II,Willet,1
12/13/2001,III,Black Phoebe,1
12/13/2001,III,Black Turnstone,15
12/13/2001,III,Black-Bellied Plover,3
12/13/2001,III,Great Blue Heron,1
12/13/2001,III,Snowy Egret,6
12/13/2001,III,Spotted Sandpiper,3
12/13/2001,III,Wandering Tattler,2
12/13/2001,III,Western Gull,5
12/14/2001,I,Snowy Egret,1
12/14/2001,I,Western Gull,1
12/14/2001,II,Spotted Sandpiper,2
12/14/2001,III,Black Turnstone,25
12/14/2001,III,Black-Bellied Plover,1
12/14/2001,III,Ring-Billed Gull,3
12/14/2001,III,Ruddy Turnstone,1
12/14/2001,III,Snowy Egret,1
12/14/2001,III,Unidentified Gull,2
12/14/2001,III,Wandering Tattler,1
12/14/2001,III,Western Gull,1
12/27/2001,I,Western Gull,1
12/27/2001,II,Snowy Egret,2
12/27/2001,III,Black Phoebe,1
12/27/2001,III,Black Turnstone,19
12/27/2001,III,Black-Bellied Plover,2
12/27/2001,III,California Gull,1
12/27/2001,III,Ruddy Turnstone,1
12/27/2001,III,Snowy Egret,5
12/27/2001,III,Spotted Sandpiper,1
12/27/2001,III,Wandering Tattler,1
12/27/2001,III,Western Gull,1
12/27/2001,III,Whimbrel,1
12/28/2001,I,Black-Bellied Plover,1
12/28/2001,I,Snowy Egret,1
12/28/2001,I,Spotted Sandpiper,2
12/28/2001,I,Western Gull,3
12/28/2001,II,Black-Bellied Plover,1
12/28/2001,II,California Gull,1
12/28/2001,II,Spotted Sandpiper,1
12/28/2001,II,Wandering Tattler,1
12/28/2001,II,Western Gull,1
12/28/2001,III,Black Phoebe,1
12/28/2001,III,Black Turnstone,8
12/28/2001,III,Black-Bellied Plover,2
12/28/2001,III,California Gull,4
12/28/2001,III,Ruddy Turnstone,1
12/28/2001,III,Snowy Egret,4
12/28/2001,III,Spotted Sandpiper,2
12/28/2001,III,Unidentified Gull,2
12/28/2001,III,Western Gull,9
12/29/2001,I,Snowy Egret,1
12/29/2001,I,Western Gull,1
12/29/2001,II,Western Gull,2
12/29/2001,III,Black Turnstone,15
12/29/2001,III,Black-Bellied Plover,2
12/29/2001,III,Ruddy Turnstone,1
12/29/2001,III,Snowy Egret,4
12/29/2001,III,Spotted Sandpiper,2
12/29/2001,III,Western Gull,2
12/29/2001,III,Willet,1
12/30/2001,I,Western Gull,1
12/30/2001,II,Black-Bellied Plover,2
12/30/2001,II,California Gull,2
12/30/2001,II,Western Gull,1
12/30/2001,III,Black Turnstone,6
12/30/2001,III,Black-Bellied Plover,3
12/30/2001,III,California Gull,2
12/30/2001,III,Great Blue Heron,1
12/30/2001,III,Ruddy Turnstone,4
12/30/2001,III,Snowy Egret,5
12/30/2001,III,Unidentified Gull,3
12/30/2001,III,Western Gull,8
1/9/2002,II,Spotted Sandpiper,2
1/9/2002,II,Unidentified Gull,1
1/9/2002,II,Wandering Tattler,1
1/9/2002,II,Whimbrel,2
1/9/2002,III,Black Turnstone,4
1/9/2002,III,Ruddy Turnstone,2
1/9/2002,III,Spotted Sandpiper,3
1/9/2002,III,Wandering Tattler,1
1/10/2002,I,Snowy Egret,1
1/10/2002,I,Unidentified Gull,1
1/10/2002,I,Western Gull,1
1/10/2002,II,Black Turnstone,2
1/10/2002,II,Ruddy Turnstone,1
1/10/2002,II,Spotted Sandpiper,2
1/10/2002,III,Black Phoebe,1
1/10/2002,III,Black Turnstone,15
1/10/2002,III,Ruddy Turnstone,1
1/10/2002,III,Snowy Egret,2
1/10/2002,III,Spotted Sandpiper,1
1/10/2002,III,Unidentified Gull,4
1/10/2002,III,Wandering Tattler,1
1/10/2002,III,Western Gull,5
1/12/2002,II,Great Blue Heron,1
1/12/2002,II,Snowy Egret,1
1/12/2002,III,Black Turnstone,6
1/12/2002,III,Marbled Godwit,1
1/12/2002,III,Ruddy Turnstone,3
1/12/2002,III,Snowy Egret,5
1/12/2002,III,Wandering Tattler,1
1/12/2002,III,Western Gull,10
1/12/2002,III,Whimbrel,1
1/13/2002,I,Western Gull,2
1/13/2002,II,Black Turnstone,3
1/13/2002,II,Spotted Sandpiper,1
1/13/2002,II,Western Gull,2
1/13/2002,III,Black Turnstone,4
1/13/2002,III,Great Blue Heron,1
1/13/2002,III,Snowy Egret,10
1/13/2002,III,Unidentified Gull,6
1/13/2002,III,Wandering Tattler,2
1/13/2002,III,Western Gull,6
1/13/2002,III,Whimbrel,1
1/25/2002,I,Snowy Egret,1
1/25/2002,I,Western Gull,1
1/25/2002,II,Black Phoebe,1
1/25/2002,II,Great Blue Heron,1
1/25/2002,II,Spotted Sandpiper,2
1/25/2002,II,Western Gull,2
1/25/2002,III,Black Turnstone,9
1/25/2002,III,Black-Bellied Plover,1
1/25/2002,III,California Gull,1
1/25/2002,III,European Starling,7
1/25/2002,III,Marbled Godwit,2
1/25/2002,III,Ruddy Turnstone,2
1/25/2002,III,Snowy Egret,3
1/25/2002,III,Spotted Sandpiper,2
1/25/2002,III,Unidentified Gull,1
1/25/2002,III,Wandering Tattler,1
1/25/2002,III,Western Gull,4
1/25/2002,III,Whimbrel,1
1/26/2002,I,Unidentified Gull,2
1/26/2002,II,Snowy Egret,1
1/26/2002,II,Unidentified Gull,1
1/26/2002,III,Black Turnstone,4
1/26/2002,III,Black-Bellied Plover,2
1/26/2002,III,California Gull,1
1/26/2002,III,European Starling,1
1/26/2002,III,Great Blue Heron,1
1/26/2002,III,Great Egret,2
1/26/2002,III,Marbled Godwit,1
1/26/2002,III,Ruddy Turnstone,3
1/26/2002,III,Snowy Egret,6
1/26/2002,III,Unidentified Gull,11
1/26/2002,III,Wandering Tattler,3
1/26/2002,III,Western Gull,4
1/26/2002,III,Whimbrel,1
1/27/2002,I,Black Turnstone,8
1/27/2002,I,Ruddy Turnstone,2
1/27/2002,I,Snowy Egret,2
1/27/2002,I,Unidentified Gull,2
1/27/2002,I,Western Gull,2
1/27/2002,II,Western Gull,1
1/27/2002,III,Black Turnstone,6
1/27/2002,III,Black-Bellied Plover,2
1/27/2002,III,European Starling,1
1/27/2002,III,Great Blue Heron,2
1/27/2002,III,Marbled Godwit,3
1/27/2002,III,Mew Gull,2
1/27/2002,III,Ring-Billed Gull,3
1/27/2002,III,Ruddy Turnstone,2
1/27/2002,III,Snowy Egret,6
1/27/2002,III,Unidentified Gull,3
1/27/2002,III,Wandering Tattler,3
1/27/2002,III,Western Gull,4
1/27/2002,III,Whimbrel,1
1/28/2002,I,Snowy Egret,3
1/28/2002,I,Spotted Sandpiper,1
1/28/2002,I,Western Gull,1
1/28/2002,II,Ring-Billed Gull,1
1/28/2002,III,Elegant Tern,9
1/28/2002,III,Great Blue Heron,1
1/28/2002,III,Heerman's Gull,1
1/28/2002,III,Pelican,7
1/28/2002,III,Ring-Billed Gull,6
1/28/2002,III,Snowy Egret,3
1/28/2002,III,Spotted Sandpiper,1
1/28/2002,III,Unidentified Gull,8
1/28/2002,III,Western Gull,24
2/7/2002,I,Black Turnstone,2
2/7/2002,I,Snowy Egret,2
2/7/2002,I,Spotted Sandpiper,2
2/7/2002,I,Western Gull,1
2/7/2002,II,Black Turnstone,1
2/7/2002,II,Black-Bellied Plover,2
2/7/2002,II,Great Blue Heron,1
2/7/2002,II,Snowy Egret,1
2/7/2002,II,Spotted Sandpiper,1
2/7/2002,II,Western Gull,1
2/7/2002,III,Black Turnstone,4
2/7/2002,III,Black-Bellied Plover,1
2/7/2002,III,Marbled Godwit,1
2/7/2002,III,Ring-Billed Gull,1
2/7/2002,III,Snowy Egret,3
2/7/2002,III,Spotted Sandpiper,1
2/7/2002,III,Western Gull,2
2/8/2002,I,Snowy Egret,1
2/8/2002,I,Spotted Sandpiper,1
2/8/2002,III,Black-Bellied Plover,1
2/8/2002,III,European Starling,10
2/8/2002,III,Great Blue Heron,1
2/8/2002,III,Marbled Godwit,1
2/8/2002,III,Snowy Egret,3
2/8/2002,III,Spotted Sandpiper,1
2/8/2002,III,Unidentified Bird (non-gull),1
2/8/2002,III,Wandering Tattler,3
2/8/2002,III,Western Gull,2
2/9/2002,I,Black Turnstone,1
2/9/2002,I,Snowy Egret,1
2/9/2002,I,Unidentified Gull,1
2/9/2002,I,Western Gull,1
2/9/2002,III,Black Turnstone,9
2/9/2002,III,Black-Bellied Plover,2
2/9/2002,III,Great Blue Heron,1
2/9/2002,III,Great Egret,1
2/9/2002,III,Marbled Godwit,1
2/9/2002,III,Snowy Egret,5
2/9/2002,III,Spotted Sandpiper,3
2/9/2002,III,Unidentified Gull,2
2/9/2002,III,Wandering Tattler,2
2/9/2002,III,Western Gull,2
2/9/2002,III,Whimbrel,1
2/10/2002,I,Unidentified Gull,1
2/10/2002,II,Snowy Egret,1
2/10/2002,II,Western Gull,1
2/10/2002,III,Black Turnstone,1
2/10/2002,III,Great Blue Heron,4
2/10/2002,III,Heerman's Gull,1
2/10/2002,III,Ring-Billed Gull,1
2/10/2002,III,Ruddy Turnstone,1
2/10/2002,III,Snowy Egret,5
2/10/2002,III,Spotted Sandpiper,2
2/10/2002,III,Unidentified Gull,4
2/10/2002,III,Wandering Tattler,1
2/10/2002,III,Western Gull,1
2/10/2002,III,Willet,1
2/11/2002,I,Black Turnstone,4
2/11/2002,I,Ring-Billed Gull,1
2/11/2002,I,Snowy Egret,1
2/11/2002,I,Unidentified Gull,1
2/11/2002,I,Western Gull,1
2/11/2002,II,Black Turnstone,5
2/11/2002,II,Unidentified Gull,1
2/11/2002,III,Black Turnstone,1
2/11/2002,III,Black-Bellied Plover,4
2/11/2002,III,European Starling,5
2/11/2002,III,Great Blue Heron,1
2/11/2002,III,Heerman's Gull,2
2/11/2002,III,Snowy Egret,4
2/11/2002,III,Unidentified Gull,1
2/11/2002,III,Wandering Tattler,1
2/11/2002,III,Western Gull,1
2/12/2002,I,Black Turnstone,1
2/12/2002,I,Snowy Egret,1
2/12/2002,I,Spotted Sandpiper,1
2/12/2002,II,Black Turnstone,1
2/12/2002,II,Spotted Sandpiper,2
2/12/2002,III,Black Turnstone,2
2/12/2002,III,Black-Bellied Plover,2
2/12/2002,III,Great Blue Heron,1
2/12/2002,III,Marbled Godwit,3
2/12/2002,III,Ring-Billed Gull,1
2/12/2002,III,Ruddy Turnstone,4
2/12/2002,III,Snowy Egret,6
2/12/2002,III,Unidentified Gull,4
2/12/2002,III,Wandering Tattler,1
2/12/2002,III,Western Gull,4
2/12/2002,III,Whimbrel,1
2/22/2002,I,Black Turnstone,2
2/22/2002,I,Unidentified Gull,1
2/22/2002,II,Black Turnstone,4
2/22/2002,II,Black-Bellied Plover,3
2/22/2002,II,Ring-Billed Gull,1
2/22/2002,II,Wandering Tattler,1
2/22/2002,II,Whimbrel,2
2/22/2002,II,Willet,1
2/22/2002,III,Black Turnstone,3
2/22/2002,III,Black-Bellied Plover,1
2/22/2002,III,European Starling,15
2/22/2002,III,Marbled Godwit,3
2/22/2002,III,Ring-Billed Gull,5
2/22/2002,III,Snowy Egret,2
2/22/2002,III,Spotted Sandpiper,1
2/22/2002,III,Unidentified Gull,2
2/22/2002,III,Wandering Tattler,1
2/22/2002,III,Western Gull,3
2/22/2002,III,Whimbrel,2
2/23/2002,I,Western Gull,1
2/23/2002,III,Black-Bellied Plover,1
2/23/2002,III,Great Blue Heron,1
2/23/2002,III,Marbled Godwit,4
2/23/2002,III,Pelican,3
2/23/2002,III,Snowy Egret,1
2/23/2002,III,Unidentified Gull,13
2/23/2002,III,Western Gull,10
